48,10
64,40
7,74
57,54
53,87
53,94
30,98
94,70
20,12
54,43
14,87
17,27
65,46
37,8
42,81
78,96
86,98
78,67
78,60
19,67
64,65
20,80
