657,834,757
658,88,438
659,20,107
660,402,4
661,847,616
662,698,298
663,879,544
664,131,497
665,64,236
666,377,731
667,357,760
668,819,377
669,256,823
670,56,356
671,702,805
672,480,686
673,846,191
674,45,896
675,652,634
676,748,158
677,693,544
678,201,585
679,344,42
680,600,142
681,797,880
682,321,663
683,457,863
684,825,162
685,591,6
686,526,189
687,903,538
688,890,849
689,364,855
690,188,319
691,300,80
692,901,448
693,887,45
694,526,19
695,285,9
696,28,476
697,61,509
698,765,856
699,321,268
700,482,828
701,161,924
702,10,311
703,463,518
704,761,449
705,794,936
706,337,950
707,960,636
708,933,687
709,435,711
710,853,828
711,981,841
712,307,535
713,384,329
714,477,560
715,201,248
716,949,768
717,436,446
718,105,949
719,753,925
720,342,234
721,584,365
722,518,678
723,71,720
724,989,439
725,633,251
726,811,664
727,695,306
728,30,619
729,185,358
730,558,166
731,181,247
732,691,646
733,444,860
734,73,133
735,438,526
736,269,670
737,526,297
738,197,568
739,512,671
740,240,369
741,78,983
742,600,832
743,71,478
744,972,494
745,260,116
746,972,577
747,362,304
748,172,603
749,68,18
750,131,14
751,27,969
752,596,962
753,774,193
754,336,188
755,110,284
756,713,835
757,858,859
758,655,884
759,974,958
760,178,921
761,556,19
762,936,846
763,395,196
764,138,914
765,751,371
766,142,507
767,217,392
768,571,652
769,389,731
770,522,756
771,462,20
772,47,22
773,380,877
774,860,50
775,712,224
776,428,851
777,309,210
778,99,83
779,814,943
780,167,532
781,699,140
782,543,843
783,122,250
784,684,257
785,812,951
786,31,158
787,173,841
788,492,640
789,667,193
790,149,754
791,51,778
792,796,887
793,269,573
794,218,700
795,708,699
796,934,580
797,92,981
798,249,300
799,915,809
800,756,971
801,157,670
802,22,890
803,474,682
804,452,417
805,456,642
806,629,675
807,850,340
808,517,281
809,464,517
810,343,529
811,836,93
812,252,743
813,812,412
814,396,763
815,630,944
816,716,9
817,213,191
818,409,284
819,26,412
820,678,677
821,131,959
822,647,334
823,469,715
824,119,842
825,842,179
826,760,255
827,609,592
828,138,912
829,339,166
830,474,614
831,11,278
832,176,395
833,704,74
834,819,861
835,685,400
836,692,472
837,774,946
838,986,611
839,155,562
840,556,57
841,808,936
842,827,64
843,722,135
844,791,332
845,191,509
846,240,155
847,148,261
848,783,777
849,853,677
850,969,286
851,307,64
852,740,986
853,21,468
854,227,473
855,114,464
856,505,44
857,396,457
858,463,351
859,893,145
860,725,367
861,488,479
862,956,352
863,520,79
864,404,211
865,299,76
866,344,331
867,322,609
868,396,814
869,643,756
870,974,122
871,77,278
872,812,94
873,685,682
874,398,374
875,769,782
876,112,175
877,10,737
878,722,650
879,39,950
880,371,408
881,762,786
882,139,398
883,934,935
884,765,691
885,217,1
886,758,216
887,519,839
888,932,347
889,233,709
890,811,531
891,553,822
892,547,9
893,260,449
894,674,550
895,585,850
896,521,504
897,495,988
898,231,232
899,162,921
900,999,220
901,427,5
902,523,43
903,349,139
904,245,659
905,275,81
906,374,511
907,802,941
908,144,208
909,8,734
910,72,114
911,622,423
912,880,842
913,587,574
914,519,901
915,362,417
916,963,456
917,96,340
918,695,241
919,470,370
920,508,320
921,268,247
922,986,595
923,802,411
924,291,879
925,44,110
926,508,936
927,692,490
928,999,207
929,1,75
930,31,571
931,260,288
932,433,959
933,478,83
934,430,284
935,124,364
936,893,569
937,507,860
938,711,946
939,687,105
940,592,690
941,166,794
942,494,182
943,884,924
944,205,272
945,454,193
946,265,510
947,407,883
948,811,954
949,293,294
950,48,654
951,860,928
952,162,494
953,429,961
954,316,899
955,907,938
956,292,288
957,225,380
958,857,73
959,279,190
960,167,392
961,469,100
962,518,839
963,303,563
964,694,362
965,271,620
966,859,230
967,330,292
968,233,894
969,522,453
970,826,429
971,120,213
972,487,598
973,254,164
974,356,856
975,495,767
976,540,790
977,169,697
978,835,75
979,949,781
980,969,778
981,235,73
982,897,455
983,887,109
984,283,645
985,379,280
986,884,181
987,144,179
988,897,56
989,97,864
990,628,819
991,30,826
992,556,347
993,804,74
994,640,747
995,993,106
996,963,697
997,166,697
998,307,104
999,519,864
1000,973,40
